Outlet ID,Brand Name,Sales Value,DATE
Outlet 2782,Brand 2,179.422,16-Apr-18
Outlet 2782,Brand 2,362.4664,16-Apr-18
Outlet 2782,Brand 9,421.3304,16-Apr-18
Outlet 2783,Brand 6,183.101,11-Apr-18
Outlet 2783,Brand 1,395.6906,25-Apr-18
Outlet 2783,Brand 1,1223.0128,25-Apr-18
Outlet 2783,Brand 3,150.0466,11-Apr-18
Outlet 2783,Brand 10,578.6784,11-Apr-18
Outlet 2783,Brand 9,421.3304,11-Apr-18
Outlet 2784,Brand 6,183.101,11-Apr-18
Outlet 2784,Brand 1,233.8146,25-Apr-18
Outlet 2784,Brand 1,395.6906,11-Apr-18
Outlet 2784,Brand 1,395.6906,25-Apr-18
Outlet 2784,Brand 1,611.5064,11-Apr-18
Outlet 2784,Brand 1,1223.0128,25-Apr-18
Outlet 2785,Brand 6,183.101,11-Apr-18
Outlet 2785,Brand 1,233.8146,11-Apr-18
Outlet 2785,Brand 1,395.6906,11-Apr-18
Outlet 2785,Brand 1,395.6906,25-Apr-18
Outlet 2785,Brand 1,611.5064,25-Apr-18
Outlet 2785,Brand 3,150.0466,11-Apr-18
Outlet 2785,Brand 9,421.3304,11-Apr-18
Outlet 2786,Brand 1,395.6906,11-Apr-18
Outlet 2786,Brand 1,1223.0128,11-Apr-18
Outlet 2786,Brand 9,1263.9912,25-Apr-18
Outlet 2787,Brand 6,276.6608,18-Apr-18
Outlet 2787,Brand 6,366.202,18-Apr-18
Outlet 2787,Brand 7,658.7108,18-Apr-18
Outlet 2787,Brand 1,791.3812,18-Apr-18
Outlet 2787,Brand 3,300.0932,18-Apr-18
Outlet 2787,Brand 9,1263.9912,18-Apr-18
Outlet 2788,Brand 6,276.6608,18-Apr-18
Outlet 2788,Brand 7,329.3554,18-Apr-18
Outlet 2788,Brand 7,398.464,25-Apr-18
Outlet 2788,Brand 7,724.0272,18-Apr-18
Outlet 2788,Brand 1,395.6906,18-Apr-18
Outlet 2788,Brand 1,791.3812,18-Apr-18
Outlet 2788,Brand 10,385.7856,25-Apr-18
Outlet 2788,Brand 10,578.6784,18-Apr-18
Outlet 2788,Brand 9,631.9956,25-Apr-18
Outlet 2789,Brand 6,276.6608,25-Apr-18
Outlet 2789,Brand 6,366.202,25-Apr-18
Outlet 2789,Brand 7,658.7108,25-Apr-18
Outlet 2789,Brand 9,462.0824,25-Apr-18
Outlet 2789,Brand 9,683.8412,25-Apr-18
Outlet 2789,Brand 9,1263.9912,25-Apr-18
Outlet 2790,Brand 10,192.8928,11-Apr-18
Outlet 2790,Brand 10,578.6784,25-Apr-18
Outlet 2790,Brand 9,341.9206,18-Apr-18
Outlet 2790,Brand 9,421.3304,18-Apr-18
Outlet 2790,Brand 9,462.0824,18-Apr-18
Outlet 2790,Brand 9,842.6608,25-Apr-18
Outlet 2790,Brand 9,1263.9912,11-Apr-18
Outlet 2791,Brand 7,724.0272,25-Apr-18
Outlet 2791,Brand 5,764.1,25-Apr-18
Outlet 2791,Brand 10,1446.696,25-Apr-18
Outlet 2791,Brand 9,5266.63,25-Apr-18
Outlet 2792,Brand 10,578.6784,25-Apr-18
Outlet 2792,Brand 9,631.9956,25-Apr-18
Outlet 2793,Brand 6,183.101,18-Apr-18
Outlet 2793,Brand 7,658.7108,25-Apr-18
Outlet 2793,Brand 1,791.3812,18-Apr-18
Outlet 2793,Brand 1,1223.0128,18-Apr-18
Outlet 2793,Brand 3,300.0932,18-Apr-18
Outlet 2793,Brand 10,578.6784,25-Apr-18
Outlet 2793,Brand 9,462.0824,18-Apr-18
Outlet 2793,Brand 9,631.9956,18-Apr-18
Outlet 2793,Brand 9,631.9956,25-Apr-18
Outlet 2794,Brand 6,183.101,11-Apr-18
Outlet 2794,Brand 10,578.6784,25-Apr-18
Outlet 2794,Brand 9,231.0412,25-Apr-18
Outlet 2794,Brand 9,1263.9912,11-Apr-18
Outlet 2794,Brand 9,1263.9912,25-Apr-18
Outlet 2795,Brand 3,300.0932,18-Apr-18
Outlet 2795,Brand 3,300.0932,25-Apr-18
Outlet 2795,Brand 10,578.6784,18-Apr-18
Outlet 2795,Brand 10,578.6784,25-Apr-18
Outlet 2795,Brand 9,462.0824,18-Apr-18
Outlet 2795,Brand 9,462.0824,25-Apr-18
Outlet 2795,Brand 9,631.9956,11-Apr-18
Outlet 2795,Brand 9,1263.9912,18-Apr-18
Outlet 2795,Brand 9,1263.9912,25-Apr-18
Outlet 2796,Brand 7,658.7108,18-Apr-18
Outlet 2796,Brand 7,658.7108,25-Apr-18
Outlet 2796,Brand 1,611.5064,18-Apr-18
Outlet 2796,Brand 10,578.6784,25-Apr-18
Outlet 2796,Brand 9,631.9956,25-Apr-18
Outlet 2797,Brand 3,150.0466,25-Apr-18
Outlet 2797,Brand 10,578.6784,25-Apr-18
Outlet 2797,Brand 9,462.0824,25-Apr-18
Outlet 2797,Brand 9,631.9956,25-Apr-18
Outlet 2798,Brand 1,791.3812,18-Apr-18
Outlet 2798,Brand 10,1446.696,18-Apr-18
Outlet 2798,Brand 9,231.0412,18-Apr-18
Outlet 2798,Brand 9,1263.9912,18-Apr-18
Outlet 2799,Brand 6,276.6608,25-Apr-18
Outlet 2799,Brand 6,366.202,25-Apr-18
Outlet 2799,Brand 3,300.0932,11-Apr-18
Outlet 2799,Brand 10,578.6784,25-Apr-18
Outlet 2799,Brand 9,842.6608,25-Apr-18
Outlet 2799,Brand 9,1685.3216,11-Apr-18
Outlet 2800,Brand 6,276.6608,11-Apr-18
Outlet 2800,Brand 1,233.8146,11-Apr-18
Outlet 2800,Brand 1,611.5064,11-Apr-18
Outlet 2800,Brand 3,150.0466,11-Apr-18
Outlet 2800,Brand 10,1446.696,11-Apr-18
Outlet 2800,Brand 9,341.9206,11-Apr-18
Outlet 2800,Brand 9,462.0824,18-Apr-18
Outlet 2800,Brand 9,631.9956,18-Apr-18
Outlet 2800,Brand 9,1685.3216,11-Apr-18
Outlet 2801,Brand 6,276.6608,11-Apr-18
Outlet 2801,Brand 1,395.6906,11-Apr-18
Outlet 2801,Brand 1,611.5064,11-Apr-18
Outlet 2801,Brand 1,791.3812,11-Apr-18
Outlet 2801,Brand 2,1464.525,11-Apr-18
Outlet 2801,Brand 3,300.0932,11-Apr-18
Outlet 2801,Brand 9,1263.9912,11-Apr-18
Outlet 2802,Brand 6,276.6608,18-Apr-18
Outlet 2802,Brand 7,658.7108,18-Apr-18
Outlet 2802,Brand 7,724.0272,18-Apr-18
Outlet 2802,Brand 1,611.5064,18-Apr-18
Outlet 2802,Brand 10,578.6784,18-Apr-18
Outlet 2802,Brand 9,842.6608,18-Apr-18
Outlet 2803,Brand 10,289.3392,25-Apr-18
Outlet 2803,Brand 9,1263.9912,25-Apr-18
Outlet 2804,Brand 6,183.101,18-Apr-18
Outlet 2804,Brand 7,658.7108,18-Apr-18
Outlet 2804,Brand 7,724.0272,11-Apr-18
Outlet 2804,Brand 1,233.8146,18-Apr-18
Outlet 2804,Brand 1,611.5064,18-Apr-18
Outlet 2804,Brand 10,289.3392,18-Apr-18
Outlet 2804,Brand 9,631.9956,11-Apr-18
Outlet 2805,Brand 7,724.0272,18-Apr-18
Outlet 2805,Brand 1,611.5064,11-Apr-18
Outlet 2805,Brand 1,791.3812,18-Apr-18
Outlet 2805,Brand 1,1223.0128,18-Apr-18
Outlet 2805,Brand 3,300.0932,18-Apr-18
Outlet 2805,Brand 10,1446.696,18-Apr-18
Outlet 2805,Brand 9,693.1236,18-Apr-18
Outlet 2805,Brand 9,1053.326,18-Apr-18
Outlet 2805,Brand 9,1263.9912,11-Apr-18
Outlet 2806,Brand 7,658.7108,25-Apr-18
Outlet 2806,Brand 10,289.3392,11-Apr-18
Outlet 2806,Brand 10,578.6784,25-Apr-18
Outlet 2806,Brand 9,231.0412,25-Apr-18
Outlet 2806,Brand 9,421.3304,11-Apr-18
Outlet 2806,Brand 9,631.9956,25-Apr-18
Outlet 2807,Brand 6,183.101,18-Apr-18
Outlet 2807,Brand 7,398.464,18-Apr-18
Outlet 2807,Brand 1,395.6906,18-Apr-18
Outlet 2807,Brand 10,578.6784,25-Apr-18
Outlet 2807,Brand 9,462.0824,25-Apr-18
Outlet 2807,Brand 9,631.9956,25-Apr-18
Outlet 2808,Brand 7,658.7108,25-Apr-18
Outlet 2808,Brand 7,724.0272,11-Apr-18
Outlet 2808,Brand 10,1446.696,25-Apr-18
Outlet 2808,Brand 9,631.9956,11-Apr-18
Outlet 2808,Brand 9,1263.9912,25-Apr-18
Outlet 2809,Brand 6,183.101,11-Apr-18
Outlet 2809,Brand 3,150.0466,11-Apr-18
Outlet 2809,Brand 9,631.9956,11-Apr-18
Outlet 2810,Brand 1,467.6292,18-Apr-18
Outlet 2810,Brand 1,611.5064,18-Apr-18
Outlet 2810,Brand 3,150.0466,18-Apr-18
Outlet 2810,Brand 9,462.0824,18-Apr-18
Outlet 2810,Brand 9,1263.9912,18-Apr-18
Outlet 2811,Brand 1,791.3812,18-Apr-18
Outlet 2811,Brand 9,842.6608,18-Apr-18
Outlet 2812,Brand 9,842.6608,21-Apr-18
Outlet 2812,Brand 9,842.6608,28-Apr-18
Outlet 2813,Brand 6,549.303,21-Apr-18
Outlet 2813,Brand 7,2534.0952,21-Apr-18
Outlet 2813,Brand 1,791.3812,21-Apr-18
Outlet 2813,Brand 10,1446.696,28-Apr-18
Outlet 2813,Brand 9,693.1236,28-Apr-18
Outlet 2813,Brand 9,1685.3216,28-Apr-18
Outlet 2814,Brand 1,791.3812,28-Apr-18
Outlet 2815,Brand 10,482.232,28-Apr-18
Outlet 2815,Brand 9,842.6608,21-Apr-18
Outlet 2815,Brand 9,842.6608,28-Apr-18
Outlet 2816,Brand 10,482.232,28-Apr-18
Outlet 2816,Brand 9,1685.3216,28-Apr-18
Outlet 2817,Brand 6,549.303,21-Apr-18
Outlet 2817,Brand 7,724.0272,28-Apr-18
Outlet 2817,Brand 7,2896.1088,21-Apr-18
Outlet 2817,Brand 1,395.6906,21-Apr-18
Outlet 2817,Brand 10,1446.696,28-Apr-18
Outlet 2817,Brand 9,1685.3216,28-Apr-18
Outlet 2818,Brand 2,878.715,21-Apr-18
Outlet 2819,Brand 1,791.3812,21-Apr-18
Outlet 2820,Brand 9,1053.326,21-Apr-18
Outlet 2821,Brand 6,549.303,21-Apr-18
Outlet 2821,Brand 5,764.1,21-Apr-18
Outlet 2822,Brand 6,732.404,21-Apr-18
Outlet 2822,Brand 7,988.0662,21-Apr-18
Outlet 2822,Brand 7,3620.136,21-Apr-18
Outlet 2822,Brand 5,764.1,21-Apr-18
Outlet 2822,Brand 1,233.8146,21-Apr-18
Outlet 2822,Brand 1,1187.0718,21-Apr-18
Outlet 2822,Brand 9,842.6608,28-Apr-18
Outlet 2823,Brand 9,1685.3216,21-Apr-18
Outlet 2824,Brand 10,385.7856,28-Apr-18
Outlet 2824,Brand 9,842.6608,28-Apr-18
Outlet 2825,Brand 7,658.7108,28-Apr-18
Outlet 2825,Brand 10,1446.696,28-Apr-18
Outlet 2825,Brand 9,842.6608,21-Apr-18
Outlet 2825,Brand 9,1685.3216,28-Apr-18
Outlet 2826,Brand 7,362.0136,28-Apr-18
Outlet 2826,Brand 9,1685.3216,28-Apr-18
Outlet 2827,Brand 7,329.3554,14-Apr-18
Outlet 2827,Brand 7,362.0136,14-Apr-18
Outlet 2827,Brand 9,631.9956,14-Apr-18
Outlet 2828,Brand 5,700.4816,28-Apr-18
Outlet 2828,Brand 5,1528.2,28-Apr-18
Outlet 2829,Brand 2,878.715,7-Apr-18
Outlet 2829,Brand 3,450.1398,7-Apr-18
Outlet 2830,Brand 7,724.0272,7-Apr-18
Outlet 2831,Brand 6,549.303,21-Apr-18
Outlet 2831,Brand 7,724.0272,21-Apr-18
Outlet 2831,Brand 1,701.4438,21-Apr-18
Outlet 2831,Brand 10,1446.696,21-Apr-18
Outlet 2832,Brand 6,553.3216,21-Apr-18
Outlet 2832,Brand 6,732.404,21-Apr-18
Outlet 2832,Brand 7,362.0136,21-Apr-18
Outlet 2832,Brand 10,1446.696,28-Apr-18
Outlet 2832,Brand 9,421.3304,28-Apr-18
Outlet 2832,Brand 9,1263.9912,21-Apr-18
Outlet 2833,Brand 7,362.0136,14-Apr-18
Outlet 2833,Brand 2,724.9328,14-Apr-18
Outlet 2833,Brand 2,878.715,21-Apr-18
Outlet 2833,Brand 3,750.233,21-Apr-18
Outlet 2833,Brand 9,631.9956,21-Apr-18
Outlet 2834,Brand 9,1263.9912,14-Apr-18
Outlet 2835,Brand 7,1448.0544,21-Apr-18
Outlet 2835,Brand 9,1685.3216,21-Apr-18
Outlet 2836,Brand 10,1446.696,7-Apr-18
Outlet 2837,Brand 2,878.715,7-Apr-18
Outlet 2838,Brand 6,829.9824,21-Apr-18
Outlet 2838,Brand 7,724.0272,28-Apr-18
Outlet 2838,Brand 3,450.1398,21-Apr-18
Outlet 2839,Brand 10,1446.696,28-Apr-18
Outlet 2840,Brand 6,276.6608,14-Apr-18
Outlet 2840,Brand 3,300.0932,14-Apr-18
Outlet 2840,Brand 10,1446.696,14-Apr-18
Outlet 2840,Brand 9,1053.326,14-Apr-18
Outlet 2841,Brand 1,467.6292,21-Apr-18
Outlet 2841,Brand 1,1223.0128,21-Apr-18
Outlet 2841,Brand 10,1446.696,14-Apr-18
Outlet 2842,Brand 1,233.8146,7-Apr-18
Outlet 2842,Brand 1,791.3812,7-Apr-18
Outlet 2842,Brand 1,1223.0128,7-Apr-18
Outlet 2843,Brand 9,1263.9912,7-Apr-18
Outlet 2844,Brand 6,553.3216,28-Apr-18
Outlet 2844,Brand 1,1223.0128,28-Apr-18
Outlet 2844,Brand 2,878.715,28-Apr-18
Outlet 2844,Brand 10,2893.392,21-Apr-18
Outlet 2845,Brand 6,553.3216,21-Apr-18
Outlet 2845,Brand 7,329.3554,21-Apr-18
Outlet 2845,Brand 7,724.0272,21-Apr-18
Outlet 2845,Brand 7,724.0272,28-Apr-18
Outlet 2845,Brand 1,1187.0718,21-Apr-18
Outlet 2845,Brand 2,724.9328,28-Apr-18
Outlet 2845,Brand 10,1446.696,28-Apr-18
Outlet 2845,Brand 9,842.6608,28-Apr-18
Outlet 2846,Brand 10,1446.696,14-Apr-18
Outlet 2847,Brand 6,366.202,28-Apr-18
Outlet 2847,Brand 6,829.9824,28-Apr-18
Outlet 2847,Brand 7,1317.4216,21-Apr-18
Outlet 2847,Brand 7,1448.0544,21-Apr-18
Outlet 2847,Brand 2,585.81,28-Apr-18
Outlet 2848,Brand 6,829.9824,21-Apr-18
Outlet 2848,Brand 3,300.0932,14-Apr-18
Outlet 2848,Brand 3,900.2796,28-Apr-18
Outlet 2848,Brand 10,1446.696,7-Apr-18
Outlet 2848,Brand 10,1446.696,14-Apr-18
Outlet 2848,Brand 10,1446.696,21-Apr-18
Outlet 2848,Brand 9,631.9956,7-Apr-18
Outlet 2848,Brand 9,1685.3216,21-Apr-18
Outlet 2849,Brand 6,183.101,14-Apr-18
Outlet 2849,Brand 6,553.3216,14-Apr-18
Outlet 2849,Brand 1,233.8146,14-Apr-18
Outlet 2849,Brand 2,362.4664,14-Apr-18
Outlet 2850,Brand 7,724.0272,28-Apr-18
Outlet 2850,Brand 2,1087.3992,28-Apr-18
Outlet 2850,Brand 10,1446.696,21-Apr-18
Outlet 2850,Brand 10,1446.696,28-Apr-18
Outlet 2850,Brand 9,631.9956,28-Apr-18
Outlet 2851,Brand 7,1317.4216,21-Apr-18
Outlet 2851,Brand 7,2172.0816,21-Apr-18
Outlet 2852,Brand 1,791.3812,7-Apr-18
Outlet 2852,Brand 10,868.0176,7-Apr-18
Outlet 2853,Brand 7,724.0272,28-Apr-18
Outlet 2853,Brand 7,988.0662,28-Apr-18
Outlet 2854,Brand 6,553.3216,28-Apr-18
Outlet 2854,Brand 2,292.905,21-Apr-18
Outlet 2854,Brand 2,878.715,21-Apr-18
Outlet 2854,Brand 3,300.0932,28-Apr-18
Outlet 2854,Brand 9,631.9956,28-Apr-18
Outlet 2855,Brand 1,791.3812,23-Apr-18
Outlet 2856,Brand 1,467.6292,23-Apr-18
Outlet 2856,Brand 1,611.5064,23-Apr-18
Outlet 2856,Brand 1,1978.453,9-Apr-18
Outlet 2857,Brand 1,467.6292,23-Apr-18
Outlet 2857,Brand 1,791.3812,23-Apr-18
Outlet 2857,Brand 1,1582.7624,9-Apr-18
Outlet 2857,Brand 2,585.81,23-Apr-18
Outlet 2858,Brand 1,467.6292,2-Apr-18
Outlet 2858,Brand 1,467.6292,30-Apr-18
Outlet 2858,Brand 1,791.3812,30-Apr-18
Outlet 2858,Brand 1,1223.0128,2-Apr-18
Outlet 2859,Brand 1,233.8146,16-Apr-18
Outlet 2859,Brand 1,791.3812,16-Apr-18
Outlet 2859,Brand 1,791.3812,30-Apr-18
Outlet 2859,Brand 2,292.905,16-Apr-18
Outlet 2860,Brand 6,183.101,16-Apr-18
Outlet 2860,Brand 6,553.3216,16-Apr-18
Outlet 2860,Brand 1,233.8146,16-Apr-18
Outlet 2860,Brand 1,467.6292,30-Apr-18
Outlet 2860,Brand 1,611.5064,30-Apr-18
Outlet 2860,Brand 1,1223.0128,2-Apr-18
Outlet 2861,Brand 1,467.6292,16-Apr-18
Outlet 2861,Brand 1,791.3812,16-Apr-18
Outlet 2862,Brand 3,600.1864,23-Apr-18
Outlet 2862,Brand 10,1446.696,23-Apr-18
Outlet 2862,Brand 9,1685.3216,23-Apr-18
Outlet 2863,Brand 7,724.0272,30-Apr-18
Outlet 2863,Brand 2,362.4664,30-Apr-18
Outlet 2863,Brand 10,1446.696,30-Apr-18
Outlet 2863,Brand 9,1263.9912,30-Apr-18
Outlet 2863,Brand 9,1685.3216,23-Apr-18
Outlet 2864,Brand 6,553.3216,30-Apr-18
Outlet 2864,Brand 7,724.0272,16-Apr-18
Outlet 2864,Brand 7,988.0662,16-Apr-18
Outlet 2864,Brand 7,1086.0408,9-Apr-18
Outlet 2864,Brand 2,585.81,30-Apr-18
Outlet 2864,Brand 9,1263.9912,9-Apr-18
Outlet 2865,Brand 2,585.81,9-Apr-18
Outlet 2865,Brand 2,585.81,16-Apr-18
Outlet 2865,Brand 3,450.1398,16-Apr-18
Outlet 2865,Brand 3,750.233,9-Apr-18
Outlet 2865,Brand 9,421.3304,9-Apr-18
Outlet 2866,Brand 2,585.81,23-Apr-18
Outlet 2866,Brand 10,1446.696,23-Apr-18
Outlet 2866,Brand 9,1685.3216,23-Apr-18
Outlet 2867,Brand 1,611.5064,2-Apr-18
Outlet 2867,Brand 1,701.4438,2-Apr-18
Outlet 2868,Brand 10,1446.696,16-Apr-18
Outlet 2868,Brand 9,1263.9912,16-Apr-18
Outlet 2869,Brand 7,724.0272,30-Apr-18
Outlet 2869,Brand 1,701.4438,9-Apr-18
Outlet 2869,Brand 10,1446.696,16-Apr-18
Outlet 2869,Brand 9,631.9956,9-Apr-18
Outlet 2869,Brand 9,1263.9912,16-Apr-18
Outlet 2870,Brand 6,829.9824,23-Apr-18
Outlet 2870,Brand 2,1087.3992,23-Apr-18
Outlet 2870,Brand 10,1446.696,23-Apr-18
Outlet 2871,Brand 3,600.1864,30-Apr-18
Outlet 2871,Brand 3,900.2796,23-Apr-18
Outlet 2871,Brand 10,1446.696,23-Apr-18
Outlet 2871,Brand 10,1446.696,30-Apr-18
Outlet 2871,Brand 9,1685.3216,30-Apr-18
Outlet 2872,Brand 6,366.202,30-Apr-18
Outlet 2872,Brand 2,585.81,30-Apr-18
Outlet 2872,Brand 10,1446.696,9-Apr-18
Outlet 2872,Brand 9,842.6608,9-Apr-18
Outlet 2873,Brand 7,1086.0408,16-Apr-18
Outlet 2873,Brand 10,1446.696,9-Apr-18
Outlet 2873,Brand 9,1263.9912,9-Apr-18
Outlet 2873,Brand 9,1263.9912,16-Apr-18
Outlet 2874,Brand 1,233.8146,16-Apr-18
Outlet 2874,Brand 1,791.3812,16-Apr-18
Outlet 2874,Brand 10,1446.696,9-Apr-18
Outlet 2875,Brand 10,771.5712,2-Apr-18
Outlet 2875,Brand 9,421.3304,2-Apr-18
Outlet 2876,Brand 2,292.905,2-Apr-18
Outlet 2876,Brand 10,482.232,2-Apr-18
Outlet 2876,Brand 9,631.9956,2-Apr-18
Outlet 2877,Brand 6,553.3216,16-Apr-18
Outlet 2877,Brand 7,329.3554,16-Apr-18
Outlet 2877,Brand 1,467.6292,9-Apr-18
Outlet 2877,Brand 1,1223.0128,16-Apr-18
Outlet 2877,Brand 2,724.9328,30-Apr-18
Outlet 2877,Brand 3,300.0932,30-Apr-18
Outlet 2877,Brand 10,1446.696,30-Apr-18
Outlet 2877,Brand 9,631.9956,9-Apr-18
Outlet 2877,Brand 9,1263.9912,30-Apr-18
Outlet 2878,Brand 7,724.0272,30-Apr-18
Outlet 2878,Brand 8,1344.816,9-Apr-18
Outlet 2878,Brand 3,900.2796,30-Apr-18
Outlet 2878,Brand 10,1446.696,30-Apr-18
Outlet 2878,Brand 9,631.9956,30-Apr-18
Outlet 2879,Brand 1,611.5064,2-Apr-18
Outlet 2880,Brand 6,366.202,23-Apr-18
Outlet 2880,Brand 7,362.0136,23-Apr-18
Outlet 2880,Brand 7,988.0662,23-Apr-18
Outlet 2880,Brand 1,701.4438,23-Apr-18
Outlet 2880,Brand 10,1446.696,23-Apr-18
Outlet 2881,Brand 1,611.5064,16-Apr-18
Outlet 2881,Brand 1,701.4438,9-Apr-18
Outlet 2881,Brand 2,292.905,16-Apr-18
Outlet 2881,Brand 2,724.9328,30-Apr-18
Outlet 2881,Brand 3,300.0932,16-Apr-18
Outlet 2881,Brand 10,868.0176,9-Apr-18
Outlet 2881,Brand 10,2893.392,30-Apr-18
Outlet 2881,Brand 9,631.9956,9-Apr-18
Outlet 2881,Brand 9,2527.9824,30-Apr-18
Outlet 2882,Brand 1,701.4438,23-Apr-18
Outlet 2882,Brand 1,791.3812,23-Apr-18
Outlet 2882,Brand 9,1685.3216,23-Apr-18
Outlet 2883,Brand 3,600.1864,30-Apr-18
Outlet 2883,Brand 10,1446.696,23-Apr-18
Outlet 2883,Brand 10,1446.696,30-Apr-18
Outlet 2883,Brand 9,1685.3216,30-Apr-18
Outlet 2884,Brand 6,553.3216,2-Apr-18
Outlet 2884,Brand 10,482.232,2-Apr-18
Outlet 2884,Brand 9,421.3304,2-Apr-18
Outlet 2885,Brand 7,1086.0408,23-Apr-18
Outlet 2886,Brand 6,366.202,10-Apr-18
Outlet 2886,Brand 6,553.3216,10-Apr-18
Outlet 2886,Brand 1,233.8146,10-Apr-18
Outlet 2886,Brand 1,1223.0128,10-Apr-18
Outlet 2886,Brand 2,1104.3792,24-Apr-18
Outlet 2887,Brand 1,791.3812,24-Apr-18
Outlet 2887,Brand 1,1223.0128,24-Apr-18
Outlet 2888,Brand 1,467.6292,10-Apr-18
Outlet 2888,Brand 1,1187.0718,10-Apr-18
Outlet 2888,Brand 2,1449.8656,24-Apr-18
Outlet 2889,Brand 1,467.6292,24-Apr-18
Outlet 2889,Brand 1,611.5064,24-Apr-18
Outlet 2889,Brand 1,791.3812,24-Apr-18
Outlet 2890,Brand 1,467.6292,24-Apr-18
Outlet 2890,Brand 1,611.5064,10-Apr-18
Outlet 2890,Brand 1,791.3812,10-Apr-18
Outlet 2890,Brand 1,1223.0128,24-Apr-18
Outlet 2891,Brand 5,700.4816,10-Apr-18
Outlet 2891,Brand 5,764.1,10-Apr-18
Outlet 2891,Brand 1,467.6292,24-Apr-18
Outlet 2891,Brand 1,791.3812,24-Apr-18
Outlet 2891,Brand 1,1223.0128,24-Apr-18
Outlet 2892,Brand 1,1187.0718,24-Apr-18
Outlet 2893,Brand 1,611.5064,3-Apr-18
Outlet 2894,Brand 1,233.8146,3-Apr-18
Outlet 2894,Brand 1,467.6292,17-Apr-18
Outlet 2894,Brand 1,611.5064,17-Apr-18
Outlet 2894,Brand 1,1223.0128,3-Apr-18
Outlet 2895,Brand 1,611.5064,3-Apr-18
Outlet 2895,Brand 1,701.4438,3-Apr-18
Outlet 2896,Brand 1,395.6906,17-Apr-18
Outlet 2896,Brand 1,1223.0128,17-Apr-18
Outlet 2897,Brand 1,611.5064,17-Apr-18
Outlet 2897,Brand 2,585.81,17-Apr-18
Outlet 2898,Brand 1,611.5064,3-Apr-18
Outlet 2898,Brand 1,701.4438,17-Apr-18
Outlet 2898,Brand 1,791.3812,17-Apr-18
Outlet 2898,Brand 2,585.81,3-Apr-18
Outlet 2899,Brand 10,1446.696,17-Apr-18
Outlet 2899,Brand 9,631.9956,17-Apr-18
Outlet 2900,Brand 7,658.7108,3-Apr-18
Outlet 2900,Brand 3,150.0466,3-Apr-18
Outlet 2900,Brand 10,482.232,3-Apr-18
Outlet 2900,Brand 9,631.9956,3-Apr-18
Outlet 2901,Brand 10,771.5712,3-Apr-18
Outlet 2901,Brand 9,421.3304,3-Apr-18
Outlet 2902,Brand 7,1448.0544,10-Apr-18
Outlet 2902,Brand 2,585.81,17-Apr-18
Outlet 2902,Brand 3,900.2796,10-Apr-18
Outlet 2902,Brand 3,900.2796,17-Apr-18
Outlet 2902,Brand 10,1446.696,10-Apr-18
Outlet 2903,Brand 6,829.9824,3-Apr-18
Outlet 2903,Brand 7,329.3554,3-Apr-18
Outlet 2903,Brand 7,724.0272,3-Apr-18
Outlet 2903,Brand 5,350.2408,3-Apr-18
Outlet 2903,Brand 1,1223.0128,3-Apr-18
Outlet 2903,Brand 2,292.905,3-Apr-18
Outlet 2904,Brand 7,362.0136,17-Apr-18
Outlet 2904,Brand 7,724.0272,24-Apr-18
Outlet 2904,Brand 1,611.5064,17-Apr-18
Outlet 2904,Brand 1,701.4438,17-Apr-18
Outlet 2904,Brand 3,450.1398,24-Apr-18
Outlet 2904,Brand 10,1446.696,24-Apr-18
Outlet 2904,Brand 9,1263.9912,24-Apr-18
Outlet 2905,Brand 7,2172.0816,10-Apr-18
Outlet 2905,Brand 1,233.8146,10-Apr-18
Outlet 2905,Brand 1,395.6906,10-Apr-18
Outlet 2905,Brand 2,1171.62,10-Apr-18
Outlet 2905,Brand 10,1446.696,17-Apr-18
Outlet 2906,Brand 7,362.0136,10-Apr-18
Outlet 2906,Brand 2,724.9328,24-Apr-18
Outlet 2906,Brand 3,450.1398,24-Apr-18
Outlet 2906,Brand 10,1446.696,24-Apr-18
Outlet 2906,Brand 9,1263.9912,10-Apr-18
Outlet 2907,Brand 7,329.3554,3-Apr-18
Outlet 2907,Brand 7,724.0272,3-Apr-18
Outlet 2907,Brand 7,1448.0544,24-Apr-18
Outlet 2907,Brand 2,724.9328,24-Apr-18
Outlet 2907,Brand 9,1685.3216,24-Apr-18
Outlet 2908,Brand 6,183.101,17-Apr-18
Outlet 2908,Brand 6,829.9824,17-Apr-18
Outlet 2908,Brand 7,724.0272,17-Apr-18
Outlet 2908,Brand 10,2893.392,24-Apr-18
Outlet 2909,Brand 10,2893.392,10-Apr-18
Outlet 2910,Brand 7,724.0272,24-Apr-18
Outlet 2910,Brand 2,362.4664,24-Apr-18
Outlet 2910,Brand 3,300.0932,24-Apr-18
Outlet 2910,Brand 10,1446.696,17-Apr-18
Outlet 2910,Brand 10,1446.696,24-Apr-18
Outlet 2910,Brand 9,1053.326,24-Apr-18
Outlet 2911,Brand 7,988.0662,24-Apr-18
Outlet 2911,Brand 1,233.8146,10-Apr-18
Outlet 2911,Brand 2,585.81,10-Apr-18
Outlet 2911,Brand 2,878.715,10-Apr-18
Outlet 2911,Brand 3,750.233,10-Apr-18
Outlet 2911,Brand 10,1446.696,10-Apr-18
Outlet 2912,Brand 10,771.5712,3-Apr-18
Outlet 2912,Brand 9,631.9956,3-Apr-18
Outlet 2913,Brand 7,329.3554,24-Apr-18
